wl	density	SampleID	Locality	Taxon
446.25	61.439	Unique_flower_31	Loc_3	SpeciesA
453.44	61.438	Unique_flower_31	Loc_3	SpeciesA
460.61	62.394	Unique_flower_31	Loc_3	SpeciesA
467.77	62.36	Unique_flower_31	Loc_3	SpeciesA
474.91	61.626	Unique_flower_31	Loc_3	SpeciesA
482.03	62.298	Unique_flower_31	Loc_3	SpeciesA
489.14	62.235	Unique_flower_31	Loc_3	SpeciesA
496.24	62.365	Unique_flower_31	Loc_3	SpeciesA
503.31	61.504	Unique_flower_31	Loc_3	SpeciesA
511.43	61.761	Unique_flower_31	Loc_3	SpeciesA
518.48	60.491	Unique_flower_31	Loc_3	SpeciesA
525.5	59.291	Unique_flower_31	Loc_3	SpeciesA
532.51	59.451	Unique_flower_31	Loc_3	SpeciesA
539.51	59.394	Unique_flower_31	Loc_3	SpeciesA
546.49	58.318	Unique_flower_31	Loc_3	SpeciesA
553.45	59.024	Unique_flower_31	Loc_3	SpeciesA
560.39	59.053	Unique_flower_31	Loc_3	SpeciesA
567.32	58.303	Unique_flower_31	Loc_3	SpeciesA
574.23	59.924	Unique_flower_31	Loc_3	SpeciesA
581.12	61.644	Unique_flower_31	Loc_3	SpeciesA
587.99	61.287	Unique_flower_31	Loc_3	SpeciesA
594.85	61.423	Unique_flower_31	Loc_3	SpeciesA
601.69	62.077	Unique_flower_31	Loc_3	SpeciesA
608.51	62.017	Unique_flower_31	Loc_3	SpeciesA
615.32	63.758	Unique_flower_31	Loc_3	SpeciesA
622.11	62.945	Unique_flower_31	Loc_3	SpeciesA
628.88	63.501	Unique_flower_31	Loc_3	SpeciesA
635.63	64.869	Unique_flower_31	Loc_3	SpeciesA
642.36	66.064	Unique_flower_31	Loc_3	SpeciesA
649.07	65.991	Unique_flower_31	Loc_3	SpeciesA
655.77	67.093	Unique_flower_31	Loc_3	SpeciesA
662.45	68.05	Unique_flower_31	Loc_3	SpeciesA
669.11	68.043	Unique_flower_31	Loc_3	SpeciesA
675.75	67.206	Unique_flower_31	Loc_3	SpeciesA
682.37	68.309	Unique_flower_31	Loc_3	SpeciesA
688.97	68.337	Unique_flower_31	Loc_3	SpeciesA
695.55	66.795	Unique_flower_31	Loc_3	SpeciesA
298.34	3.386	Unique_flower_32	Loc_3	SpeciesA
305.82	3.811	Unique_flower_32	Loc_3	SpeciesA
313.27	3.771	Unique_flower_32	Loc_3	SpeciesA
320.72	3.744	Unique_flower_32	Loc_3	SpeciesA
328.15	3.97	Unique_flower_32	Loc_3	SpeciesA
335.57	3.595	Unique_flower_32	Loc_3	SpeciesA
342.98	3.441	Unique_flower_32	Loc_3	SpeciesA
350.37	3.279	Unique_flower_32	Loc_3	SpeciesA
357.75	3.385	Unique_flower_32	Loc_3	SpeciesA
365.11	3.367	Unique_flower_32	Loc_3	SpeciesA
372.46	3.715	Unique_flower_32	Loc_3	SpeciesA
379.8	3.696	Unique_flower_32	Loc_3	SpeciesA
387.12	4.678	Unique_flower_32	Loc_3	SpeciesA
394.43	7.318	Unique_flower_32	Loc_3	SpeciesA
401.72	14.492	Unique_flower_32	Loc_3	SpeciesA
409	25.003	Unique_flower_32	Loc_3	SpeciesA
416.26	37.212	Unique_flower_32	Loc_3	SpeciesA
423.51	47.146	Unique_flower_32	Loc_3	SpeciesA
430.75	53.768	Unique_flower_32	Loc_3	SpeciesA
439.05	57.009	Unique_flower_32	Loc_3	SpeciesA
446.25	58.408	Unique_flower_32	Loc_3	SpeciesA
453.44	59.114	Unique_flower_32	Loc_3	SpeciesA
460.61	59.815	Unique_flower_32	Loc_3	SpeciesA
467.77	59.399	Unique_flower_32	Loc_3	SpeciesA
474.91	59.01	Unique_flower_32	Loc_3	SpeciesA
482.03	59.638	Unique_flower_32	Loc_3	SpeciesA
489.14	59.52	Unique_flower_32	Loc_3	SpeciesA
496.24	59.586	Unique_flower_32	Loc_3	SpeciesA
503.31	58.279	Unique_flower_32	Loc_3	SpeciesA
511.43	57.777	Unique_flower_32	Loc_3	SpeciesA
518.48	56.836	Unique_flower_32	Loc_3	SpeciesA
525.5	56.035	Unique_flower_32	Loc_3	SpeciesA
532.51	56.237	Unique_flower_32	Loc_3	SpeciesA
539.51	56.109	Unique_flower_32	Loc_3	SpeciesA
546.49	54.764	Unique_flower_32	Loc_3	SpeciesA
553.45	54.936	Unique_flower_32	Loc_3	SpeciesA
560.39	54.551	Unique_flower_32	Loc_3	SpeciesA
567.32	54.44	Unique_flower_32	Loc_3	SpeciesA
574.23	55.575	Unique_flower_32	Loc_3	SpeciesA
581.12	57.547	Unique_flower_32	Loc_3	SpeciesA
587.99	56.683	Unique_flower_32	Loc_3	SpeciesA
594.85	57.155	Unique_flower_32	Loc_3	SpeciesA
601.69	57.486	Unique_flower_32	Loc_3	SpeciesA
608.51	57.856	Unique_flower_32	Loc_3	SpeciesA
615.32	58.005	Unique_flower_32	Loc_3	SpeciesA
622.11	57.87	Unique_flower_32	Loc_3	SpeciesA
628.88	58.416	Unique_flower_32	Loc_3	SpeciesA
635.63	58.375	Unique_flower_32	Loc_3	SpeciesA
642.36	58.83	Unique_flower_32	Loc_3	SpeciesA
649.07	59.889	Unique_flower_32	Loc_3	SpeciesA
655.77	61.157	Unique_flower_32	Loc_3	SpeciesA
662.45	60.66	Unique_flower_32	Loc_3	SpeciesA
669.11	60.616	Unique_flower_32	Loc_3	SpeciesA
675.75	60.141	Unique_flower_32	Loc_3	SpeciesA
682.37	60.588	Unique_flower_32	Loc_3	SpeciesA
688.97	59.913	Unique_flower_32	Loc_3	SpeciesA
695.55	59.784	Unique_flower_32	Loc_3	SpeciesA
298.34	3.796	Unique_flower_33	Loc_3	SpeciesA
305.82	2.879	Unique_flower_33	Loc_3	SpeciesA
313.27	2.416	Unique_flower_33	Loc_3	SpeciesA
320.72	2.471	Unique_flower_33	Loc_3	SpeciesA
328.15	2.737	Unique_flower_33	Loc_3	SpeciesA
335.57	2.211	Unique_flower_33	Loc_3	SpeciesA
342.98	2.128	Unique_flower_33	Loc_3	SpeciesA
350.37	1.991	Unique_flower_33	Loc_3	SpeciesA
357.75	1.848	Unique_flower_33	Loc_3	SpeciesA
365.11	1.997	Unique_flower_33	Loc_3	SpeciesA
372.46	2.405	Unique_flower_33	Loc_3	SpeciesA
379.8	2.211	Unique_flower_33	Loc_3	SpeciesA
387.12	2.772	Unique_flower_33	Loc_3	SpeciesA
394.43	4.99	Unique_flower_33	Loc_3	SpeciesA
401.72	11.543	Unique_flower_33	Loc_3	SpeciesA
409	22.494	Unique_flower_33	Loc_3	SpeciesA
416.26	35.321	Unique_flower_33	Loc_3	SpeciesA
423.51	46.13	Unique_flower_33	Loc_3	SpeciesA
430.75	53.465	Unique_flower_33	Loc_3	SpeciesA
439.05	56.678	Unique_flower_33	Loc_3	SpeciesA
446.25	58.266	Unique_flower_33	Loc_3	SpeciesA
453.44	58.59	Unique_flower_33	Loc_3	SpeciesA
460.61	59.189	Unique_flower_33	Loc_3	SpeciesA
467.77	57.033	Unique_flower_33	Loc_3	SpeciesA
474.91	56.757	Unique_flower_33	Loc_3	SpeciesA
482.03	56.309	Unique_flower_33	Loc_3	SpeciesA
489.14	54.638	Unique_flower_33	Loc_3	SpeciesA
496.24	52.761	Unique_flower_33	Loc_3	SpeciesA
503.31	51.216	Unique_flower_33	Loc_3	SpeciesA
511.43	48.317	Unique_flower_33	Loc_3	SpeciesA
518.48	46.228	Unique_flower_33	Loc_3	SpeciesA
525.5	44.109	Unique_flower_33	Loc_3	SpeciesA
532.51	42.628	Unique_flower_33	Loc_3	SpeciesA
539.51	41.119	Unique_flower_33	Loc_3	SpeciesA
546.49	40.473	Unique_flower_33	Loc_3	SpeciesA
553.45	40.359	Unique_flower_33	Loc_3	SpeciesA
560.39	39.138	Unique_flower_33	Loc_3	SpeciesA
567.32	38.781	Unique_flower_33	Loc_3	SpeciesA
574.23	39.583	Unique_flower_33	Loc_3	SpeciesA
581.12	41.553	Unique_flower_33	Loc_3	SpeciesA
587.99	42.072	Unique_flower_33	Loc_3	SpeciesA
594.85	44.155	Unique_flower_33	Loc_3	SpeciesA
601.69	45.549	Unique_flower_33	Loc_3	SpeciesA
608.51	46.824	Unique_flower_33	Loc_3	SpeciesA
615.32	47.522	Unique_flower_33	Loc_3	SpeciesA
622.11	47.167	Unique_flower_33	Loc_3	SpeciesA
628.88	47.153	Unique_flower_33	Loc_3	SpeciesA
635.63	49.365	Unique_flower_33	Loc_3	SpeciesA
642.36	52.314	Unique_flower_33	Loc_3	SpeciesA
649.07	54.1	Unique_flower_33	Loc_3	SpeciesA
655.77	59.221	Unique_flower_33	Loc_3	SpeciesA
662.45	60.721	Unique_flower_33	Loc_3	SpeciesA
669.11	60.955	Unique_flower_33	Loc_3	SpeciesA
675.75	61.76	Unique_flower_33	Loc_3	SpeciesA
682.37	62.115	Unique_flower_33	Loc_3	SpeciesA
688.97	62.703	Unique_flower_33	Loc_3	SpeciesA
695.55	61.376	Unique_flower_33	Loc_3	SpeciesA
298.34	8.276	Unique_flower_34	Loc_3	SpeciesA
305.82	7.623	Unique_flower_34	Loc_3	SpeciesA
313.27	6.278	Unique_flower_34	Loc_3	SpeciesA
320.72	5.771	Unique_flower_34	Loc_3	SpeciesA
328.15	6.051	Unique_flower_34	Loc_3	SpeciesA
335.57	5.392	Unique_flower_34	Loc_3	SpeciesA
342.98	5.137	Unique_flower_34	Loc_3	SpeciesA
350.37	4.835	Unique_flower_34	Loc_3	SpeciesA
357.75	4.782	Unique_flower_34	Loc_3	SpeciesA
365.11	4.927	Unique_flower_34	Loc_3	SpeciesA
372.46	4.911	Unique_flower_34	Loc_3	SpeciesA
379.8	4.94	Unique_flower_34	Loc_3	SpeciesA
387.12	5.333	Unique_flower_34	Loc_3	SpeciesA
394.43	7.363	Unique_flower_34	Loc_3	SpeciesA
401.72	13.8	Unique_flower_34	Loc_3	SpeciesA
409	24.895	Unique_flower_34	Loc_3	SpeciesA
416.26	38.461	Unique_flower_34	Loc_3	SpeciesA
423.51	51.523	Unique_flower_34	Loc_3	SpeciesA
430.75	59.247	Unique_flower_34	Loc_3	SpeciesA
439.05	63.511	Unique_flower_34	Loc_3	SpeciesA
446.25	65.562	Unique_flower_34	Loc_3	SpeciesA
453.44	66.45	Unique_flower_34	Loc_3	SpeciesA
460.61	67.489	Unique_flower_34	Loc_3	SpeciesA
467.77	67.063	Unique_flower_34	Loc_3	SpeciesA
474.91	66.382	Unique_flower_34	Loc_3	SpeciesA
482.03	67.335	Unique_flower_34	Loc_3	SpeciesA
489.14	66.691	Unique_flower_34	Loc_3	SpeciesA
496.24	66.646	Unique_flower_34	Loc_3	SpeciesA
503.31	65.744	Unique_flower_34	Loc_3	SpeciesA
511.43	65.495	Unique_flower_34	Loc_3	SpeciesA
518.48	64.558	Unique_flower_34	Loc_3	SpeciesA
525.5	63.123	Unique_flower_34	Loc_3	SpeciesA
532.51	63.033	Unique_flower_34	Loc_3	SpeciesA
539.51	62.423	Unique_flower_34	Loc_3	SpeciesA
546.49	62.432	Unique_flower_34	Loc_3	SpeciesA
553.45	62.418	Unique_flower_34	Loc_3	SpeciesA
560.39	61.959	Unique_flower_34	Loc_3	SpeciesA
567.32	61.977	Unique_flower_34	Loc_3	SpeciesA
574.23	63.072	Unique_flower_34	Loc_3	SpeciesA
581.12	64.706	Unique_flower_34	Loc_3	SpeciesA
587.99	64.083	Unique_flower_34	Loc_3	SpeciesA
594.85	63.577	Unique_flower_34	Loc_3	SpeciesA
601.69	64.584	Unique_flower_34	Loc_3	SpeciesA
608.51	64.149	Unique_flower_34	Loc_3	SpeciesA
615.32	65.215	Unique_flower_34	Loc_3	SpeciesA
622.11	64.938	Unique_flower_34	Loc_3	SpeciesA
628.88	65.287	Unique_flower_34	Loc_3	SpeciesA
635.63	65.133	Unique_flower_34	Loc_3	SpeciesA
642.36	66.516	Unique_flower_34	Loc_3	SpeciesA
649.07	65.967	Unique_flower_34	Loc_3	SpeciesA
655.77	68.76	Unique_flower_34	Loc_3	SpeciesA
662.45	67.505	Unique_flower_34	Loc_3	SpeciesA
669.11	67.211	Unique_flower_34	Loc_3	SpeciesA
675.75	68.354	Unique_flower_34	Loc_3	SpeciesA
682.37	68.799	Unique_flower_34	Loc_3	SpeciesA
688.97	67.362	Unique_flower_34	Loc_3	SpeciesA
695.55	66.307	Unique_flower_34	Loc_3	SpeciesA
298.34	7.453	Unique_flower_35	Loc_5	SpeciesA
305.82	6.938	Unique_flower_35	Loc_5	SpeciesA
313.27	6.848	Unique_flower_35	Loc_5	SpeciesA
320.72	7.122	Unique_flower_35	Loc_5	SpeciesA
328.15	5.807	Unique_flower_35	Loc_5	SpeciesA
335.57	6.21	Unique_flower_35	Loc_5	SpeciesA
342.98	5.615	Unique_flower_35	Loc_5	SpeciesA
350.37	4.935	Unique_flower_35	Loc_5	SpeciesA
357.75	4.305	Unique_flower_35	Loc_5	SpeciesA
365.11	5.414	Unique_flower_35	Loc_5	SpeciesA
372.46	5.752	Unique_flower_35	Loc_5	SpeciesA
379.8	7.63	Unique_flower_35	Loc_5	SpeciesA
387.12	10.626	Unique_flower_35	Loc_5	SpeciesA
394.43	16.863	Unique_flower_35	Loc_5	SpeciesA
401.72	28.333	Unique_flower_35	Loc_5	SpeciesA
409	42.899	Unique_flower_35	Loc_5	SpeciesA
416.26	55.454	Unique_flower_35	Loc_5	SpeciesA
423.51	63.642	Unique_flower_35	Loc_5	SpeciesA
430.75	68.878	Unique_flower_35	Loc_5	SpeciesA
439.05	71.344	Unique_flower_35	Loc_5	SpeciesA
446.25	71.159	Unique_flower_35	Loc_5	SpeciesA
453.44	72.025	Unique_flower_35	Loc_5	SpeciesA
460.61	70.028	Unique_flower_35	Loc_5	SpeciesA
467.77	69.667	Unique_flower_35	Loc_5	SpeciesA
474.91	68.904	Unique_flower_35	Loc_5	SpeciesA
482.03	69.069	Unique_flower_35	Loc_5	SpeciesA
489.14	67.266	Unique_flower_35	Loc_5	SpeciesA
496.24	67.017	Unique_flower_35	Loc_5	SpeciesA
503.31	65.491	Unique_flower_35	Loc_5	SpeciesA
511.43	64.991	Unique_flower_35	Loc_5	SpeciesA
518.48	62.319	Unique_flower_35	Loc_5	SpeciesA
525.5	62.053	Unique_flower_35	Loc_5	SpeciesA
532.51	61.602	Unique_flower_35	Loc_5	SpeciesA
539.51	60.095	Unique_flower_35	Loc_5	SpeciesA
546.49	58.843	Unique_flower_35	Loc_5	SpeciesA
553.45	59.793	Unique_flower_35	Loc_5	SpeciesA
560.39	59.166	Unique_flower_35	Loc_5	SpeciesA
567.32	57.676	Unique_flower_35	Loc_5	SpeciesA
574.23	57.708	Unique_flower_35	Loc_5	SpeciesA
581.12	57.781	Unique_flower_35	Loc_5	SpeciesA
587.99	59.622	Unique_flower_35	Loc_5	SpeciesA
594.85	60.019	Unique_flower_35	Loc_5	SpeciesA
601.69	60.365	Unique_flower_35	Loc_5	SpeciesA
608.51	61.275	Unique_flower_35	Loc_5	SpeciesA
615.32	61.3	Unique_flower_35	Loc_5	SpeciesA
622.11	62.247	Unique_flower_35	Loc_5	SpeciesA
628.88	60.687	Unique_flower_35	Loc_5	SpeciesA
635.63	61.903	Unique_flower_35	Loc_5	SpeciesA
642.36	62.447	Unique_flower_35	Loc_5	SpeciesA
649.07	65.116	Unique_flower_35	Loc_5	SpeciesA
655.77	67.026	Unique_flower_35	Loc_5	SpeciesA
662.45	65.028	Unique_flower_35	Loc_5	SpeciesA
669.11	65.217	Unique_flower_35	Loc_5	SpeciesA
675.75	66.035	Unique_flower_35	Loc_5	SpeciesA
682.37	65.005	Unique_flower_35	Loc_5	SpeciesA
688.97	67.625	Unique_flower_35	Loc_5	SpeciesA
695.55	66.054	Unique_flower_35	Loc_5	SpeciesA
298.34	6.775	Unique_flower_36	Loc_5	SpeciesA
305.82	6.278	Unique_flower_36	Loc_5	SpeciesA
313.27	6.321	Unique_flower_36	Loc_5	SpeciesA
320.72	6.978	Unique_flower_36	Loc_5	SpeciesA
328.15	5.524	Unique_flower_36	Loc_5	SpeciesA
335.57	5.11	Unique_flower_36	Loc_5	SpeciesA
342.98	6.324	Unique_flower_36	Loc_5	SpeciesA
350.37	5.758	Unique_flower_36	Loc_5	SpeciesA
357.75	4.523	Unique_flower_36	Loc_5	SpeciesA
365.11	5.363	Unique_flower_36	Loc_5	SpeciesA
372.46	5.462	Unique_flower_36	Loc_5	SpeciesA
379.8	6.926	Unique_flower_36	Loc_5	SpeciesA
387.12	10.776	Unique_flower_36	Loc_5	SpeciesA
394.43	16.613	Unique_flower_36	Loc_5	SpeciesA
401.72	27.608	Unique_flower_36	Loc_5	SpeciesA
409	41.459	Unique_flower_36	Loc_5	SpeciesA
416.26	53.32	Unique_flower_36	Loc_5	SpeciesA
423.51	62.546	Unique_flower_36	Loc_5	SpeciesA
430.75	67.22	Unique_flower_36	Loc_5	SpeciesA
439.05	69.139	Unique_flower_36	Loc_5	SpeciesA
446.25	70.361	Unique_flower_36	Loc_5	SpeciesA
453.44	69.921	Unique_flower_36	Loc_5	SpeciesA
460.61	70.277	Unique_flower_36	Loc_5	SpeciesA
467.77	68.167	Unique_flower_36	Loc_5	SpeciesA
474.91	66.898	Unique_flower_36	Loc_5	SpeciesA
482.03	67.705	Unique_flower_36	Loc_5	SpeciesA
489.14	66.776	Unique_flower_36	Loc_5	SpeciesA
496.24	65.176	Unique_flower_36	Loc_5	SpeciesA
503.31	64.448	Unique_flower_36	Loc_5	SpeciesA
511.43	63.075	Unique_flower_36	Loc_5	SpeciesA
518.48	61.751	Unique_flower_36	Loc_5	SpeciesA
525.5	60.155	Unique_flower_36	Loc_5	SpeciesA
532.51	60.074	Unique_flower_36	Loc_5	SpeciesA
539.51	58.791	Unique_flower_36	Loc_5	SpeciesA
546.49	58.719	Unique_flower_36	Loc_5	SpeciesA
553.45	57.081	Unique_flower_36	Loc_5	SpeciesA
560.39	57.295	Unique_flower_36	Loc_5	SpeciesA
567.32	56.888	Unique_flower_36	Loc_5	SpeciesA
574.23	56.933	Unique_flower_36	Loc_5	SpeciesA
581.12	57.607	Unique_flower_36	Loc_5	SpeciesA
587.99	58.067	Unique_flower_36	Loc_5	SpeciesA
594.85	58.993	Unique_flower_36	Loc_5	SpeciesA
601.69	60.199	Unique_flower_36	Loc_5	SpeciesA
608.51	60.163	Unique_flower_36	Loc_5	SpeciesA
615.32	60.563	Unique_flower_36	Loc_5	SpeciesA
622.11	61.068	Unique_flower_36	Loc_5	SpeciesA
628.88	60.147	Unique_flower_36	Loc_5	SpeciesA
635.63	60.947	Unique_flower_36	Loc_5	SpeciesA
642.36	60.95	Unique_flower_36	Loc_5	SpeciesA
649.07	62.505	Unique_flower_36	Loc_5	SpeciesA
655.77	64.769	Unique_flower_36	Loc_5	SpeciesA
662.45	62.684	Unique_flower_36	Loc_5	SpeciesA
669.11	63.847	Unique_flower_36	Loc_5	SpeciesA
675.75	65.277	Unique_flower_36	Loc_5	SpeciesA
682.37	63.312	Unique_flower_36	Loc_5	SpeciesA
688.97	66.008	Unique_flower_36	Loc_5	SpeciesA
695.55	63.702	Unique_flower_36	Loc_5	SpeciesA
298.34	10.027	Unique_flower_37	Loc_5	SpeciesA
305.82	8.7	Unique_flower_37	Loc_5	SpeciesA
313.27	9.043	Unique_flower_37	Loc_5	SpeciesA
320.72	8.273	Unique_flower_37	Loc_5	SpeciesA
328.15	7.578	Unique_flower_37	Loc_5	SpeciesA
335.57	7.245	Unique_flower_37	Loc_5	SpeciesA
342.98	7.092	Unique_flower_37	Loc_5	SpeciesA
350.37	7.344	Unique_flower_37	Loc_5	SpeciesA
357.75	6.213	Unique_flower_37	Loc_5	SpeciesA
365.11	6.667	Unique_flower_37	Loc_5	SpeciesA
372.46	6.622	Unique_flower_37	Loc_5	SpeciesA
379.8	7.963	Unique_flower_37	Loc_5	SpeciesA
387.12	11.484	Unique_flower_37	Loc_5	SpeciesA
394.43	15.936	Unique_flower_37	Loc_5	SpeciesA
401.72	24.929	Unique_flower_37	Loc_5	SpeciesA
409	36.158	Unique_flower_37	Loc_5	SpeciesA
416.26	47.934	Unique_flower_37	Loc_5	SpeciesA
423.51	56.669	Unique_flower_37	Loc_5	SpeciesA
430.75	63.115	Unique_flower_37	Loc_5	SpeciesA
439.05	63.751	Unique_flower_37	Loc_5	SpeciesA
446.25	65.027	Unique_flower_37	Loc_5	SpeciesA
453.44	65.056	Unique_flower_37	Loc_5	SpeciesA
460.61	64.418	Unique_flower_37	Loc_5	SpeciesA
467.77	62.084	Unique_flower_37	Loc_5	SpeciesA
474.91	61.497	Unique_flower_37	Loc_5	SpeciesA
482.03	60.777	Unique_flower_37	Loc_5	SpeciesA
489.14	57.498	Unique_flower_37	Loc_5	SpeciesA
496.24	55.311	Unique_flower_37	Loc_5	SpeciesA
503.31	53.401	Unique_flower_37	Loc_5	SpeciesA
511.43	51.363	Unique_flower_37	Loc_5	SpeciesA
518.48	48.096	Unique_flower_37	Loc_5	SpeciesA
525.5	46.313	Unique_flower_37	Loc_5	SpeciesA
532.51	44.344	Unique_flower_37	Loc_5	SpeciesA
539.51	42.315	Unique_flower_37	Loc_5	SpeciesA
546.49	41.942	Unique_flower_37	Loc_5	SpeciesA
553.45	40.25	Unique_flower_37	Loc_5	SpeciesA
560.39	39.855	Unique_flower_37	Loc_5	SpeciesA
567.32	38.631	Unique_flower_37	Loc_5	SpeciesA
574.23	37.503	Unique_flower_37	Loc_5	SpeciesA
581.12	39.77	Unique_flower_37	Loc_5	SpeciesA
587.99	41.905	Unique_flower_37	Loc_5	SpeciesA
594.85	43.828	Unique_flower_37	Loc_5	SpeciesA
601.69	45.748	Unique_flower_37	Loc_5	SpeciesA
608.51	47.157	Unique_flower_37	Loc_5	SpeciesA
615.32	47.439	Unique_flower_37	Loc_5	SpeciesA
622.11	46.667	Unique_flower_37	Loc_5	SpeciesA
628.88	46.258	Unique_flower_37	Loc_5	SpeciesA
635.63	49.564	Unique_flower_37	Loc_5	SpeciesA
642.36	50.813	Unique_flower_37	Loc_5	SpeciesA
649.07	54.019	Unique_flower_37	Loc_5	SpeciesA
655.77	58.072	Unique_flower_37	Loc_5	SpeciesA
662.45	56.939	Unique_flower_37	Loc_5	SpeciesA
669.11	57.609	Unique_flower_37	Loc_5	SpeciesA
675.75	59.356	Unique_flower_37	Loc_5	SpeciesA
682.37	60.11	Unique_flower_37	Loc_5	SpeciesA
688.97	60.799	Unique_flower_37	Loc_5	SpeciesA
695.55	60.068	Unique_flower_37	Loc_5	SpeciesA
298.34	3.117	Unique_flower_38	Loc_5	SpeciesA
305.82	3.194	Unique_flower_38	Loc_5	SpeciesA
313.27	2.722	Unique_flower_38	Loc_5	SpeciesA
320.72	3.309	Unique_flower_38	Loc_5	SpeciesA
328.15	2.762	Unique_flower_38	Loc_5	SpeciesA
335.57	2.458	Unique_flower_38	Loc_5	SpeciesA
342.98	3.428	Unique_flower_38	Loc_5	SpeciesA
350.37	2.82	Unique_flower_38	Loc_5	SpeciesA
357.75	1.09	Unique_flower_38	Loc_5	SpeciesA
365.11	2.306	Unique_flower_38	Loc_5	SpeciesA
372.46	2.755	Unique_flower_38	Loc_5	SpeciesA
379.8	3.741	Unique_flower_38	Loc_5	SpeciesA
387.12	6.6	Unique_flower_38	Loc_5	SpeciesA
394.43	10.731	Unique_flower_38	Loc_5	SpeciesA
401.72	20.359	Unique_flower_38	Loc_5	SpeciesA
409	32.428	Unique_flower_38	Loc_5	SpeciesA
416.26	44.038	Unique_flower_38	Loc_5	SpeciesA
423.51	53.38	Unique_flower_38	Loc_5	SpeciesA
430.75	59.32	Unique_flower_38	Loc_5	SpeciesA
439.05	61.826	Unique_flower_38	Loc_5	SpeciesA
446.25	62.919	Unique_flower_38	Loc_5	SpeciesA
453.44	64.07	Unique_flower_38	Loc_5	SpeciesA
460.61	62.536	Unique_flower_38	Loc_5	SpeciesA
467.77	61.882	Unique_flower_38	Loc_5	SpeciesA
474.91	61.227	Unique_flower_38	Loc_5	SpeciesA
482.03	61.197	Unique_flower_38	Loc_5	SpeciesA
489.14	60.046	Unique_flower_38	Loc_5	SpeciesA
496.24	59.388	Unique_flower_38	Loc_5	SpeciesA
503.31	58.474	Unique_flower_38	Loc_5	SpeciesA
511.43	57.964	Unique_flower_38	Loc_5	SpeciesA
518.48	56.499	Unique_flower_38	Loc_5	SpeciesA
525.5	55.326	Unique_flower_38	Loc_5	SpeciesA
532.51	54.872	Unique_flower_38	Loc_5	SpeciesA
539.51	54.287	Unique_flower_38	Loc_5	SpeciesA
546.49	53.471	Unique_flower_38	Loc_5	SpeciesA
553.45	52.992	Unique_flower_38	Loc_5	SpeciesA
560.39	52.829	Unique_flower_38	Loc_5	SpeciesA
567.32	52.033	Unique_flower_38	Loc_5	SpeciesA
574.23	52.034	Unique_flower_38	Loc_5	SpeciesA
581.12	52.796	Unique_flower_38	Loc_5	SpeciesA
587.99	53.541	Unique_flower_38	Loc_5	SpeciesA
594.85	53.479	Unique_flower_38	Loc_5	SpeciesA
601.69	54.352	Unique_flower_38	Loc_5	SpeciesA
608.51	55	Unique_flower_38	Loc_5	SpeciesA
615.32	54.834	Unique_flower_38	Loc_5	SpeciesA
622.11	53.923	Unique_flower_38	Loc_5	SpeciesA
628.88	54.398	Unique_flower_38	Loc_5	SpeciesA
635.63	54.799	Unique_flower_38	Loc_5	SpeciesA
642.36	55.432	Unique_flower_38	Loc_5	SpeciesA
649.07	56.1	Unique_flower_38	Loc_5	SpeciesA
655.77	58.832	Unique_flower_38	Loc_5	SpeciesA
662.45	54.779	Unique_flower_38	Loc_5	SpeciesA
669.11	56.191	Unique_flower_38	Loc_5	SpeciesA
675.75	57.177	Unique_flower_38	Loc_5	SpeciesA
682.37	56.038	Unique_flower_38	Loc_5	SpeciesA
688.97	58.33	Unique_flower_38	Loc_5	SpeciesA
695.55	56.905	Unique_flower_38	Loc_5	SpeciesA
298.34	2.304	Unique_flower_39	Loc_5	SpeciesA
305.82	1.542	Unique_flower_39	Loc_5	SpeciesA
313.27	2.809	Unique_flower_39	Loc_5	SpeciesA
320.72	2.59	Unique_flower_39	Loc_5	SpeciesA
328.15	2.62	Unique_flower_39	Loc_5	SpeciesA
335.57	2.458	Unique_flower_39	Loc_5	SpeciesA
342.98	2.896	Unique_flower_39	Loc_5	SpeciesA
350.37	3.114	Unique_flower_39	Loc_5	SpeciesA
357.75	0.926	Unique_flower_39	Loc_5	SpeciesA
365.11	2.707	Unique_flower_39	Loc_5	SpeciesA
372.46	1.982	Unique_flower_39	Loc_5	SpeciesA
379.8	2.926	Unique_flower_39	Loc_5	SpeciesA
387.12	3.99	Unique_flower_39	Loc_5	SpeciesA
394.43	6.453	Unique_flower_39	Loc_5	SpeciesA
401.72	13.615	Unique_flower_39	Loc_5	SpeciesA
409	23.855	Unique_flower_39	Loc_5	SpeciesA
416.26	34.112	Unique_flower_39	Loc_5	SpeciesA
423.51	43.149	Unique_flower_39	Loc_5	SpeciesA
430.75	48.046	Unique_flower_39	Loc_5	SpeciesA
439.05	49.895	Unique_flower_39	Loc_5	SpeciesA
446.25	50.176	Unique_flower_39	Loc_5	SpeciesA
453.44	50.657	Unique_flower_39	Loc_5	SpeciesA
460.61	49.254	Unique_flower_39	Loc_5	SpeciesA
467.77	47.729	Unique_flower_39	Loc_5	SpeciesA
474.91	45.602	Unique_flower_39	Loc_5	SpeciesA
482.03	43.772	Unique_flower_39	Loc_5	SpeciesA
489.14	42.176	Unique_flower_39	Loc_5	SpeciesA
496.24	39.757	Unique_flower_39	Loc_5	SpeciesA
503.31	36.164	Unique_flower_39	Loc_5	SpeciesA
511.43	34.157	Unique_flower_39	Loc_5	SpeciesA
