Herd_uniqueID,Herd_size_n,Date,date_as_date,Survey_month,survey_day,Year,Locality,survey_day_n,Year_Month,food.quantity
Herd_105,1,14_05_2017,17/05/14,May,268,2017,Locality D,268,2017 May,2.938485
Herd_142,3,14_05_2017,17/05/14,May,268,2017,Locality D,268,2017 May,2.938485
Herd_63,29,12_06_2017,17/06/12,June,297,2017,Locality D,297,2017 June,2.941
Herd_72,8,12_06_2017,17/06/12,June,297,2017,Locality D,297,2017 June,2.941
Herd_98,38,12_06_2017,17/06/12,June,297,2017,Locality D,297,2017 June,2.941
Herd_65,3,13_06_2017,17/06/13,June,298,2017,Locality D,298,2017 June,2.941
Herd_71,42,13_06_2017,17/06/13,June,298,2017,Locality D,298,2017 June,2.941
Herd_74,8,13_06_2017,17/06/13,June,298,2017,Locality D,298,2017 June,2.941
Herd_139,10,13_06_2017,17/06/13,June,298,2017,Locality D,298,2017 June,2.941
Herd_111,5,14_06_2017,17/06/14,June,299,2017,Locality D,299,2017 June,2.941
Herd_149,1,14_06_2017,17/06/14,June,299,2017,Locality D,299,2017 June,2.941
Herd_150,71,14_06_2017,17/06/14,June,299,2017,Locality D,299,2017 June,2.941
Herd_70,64,15_06_2017,17/06/15,June,300,2017,Locality D,300,2017 June,2.941
Herd_126,7,15_06_2017,17/06/15,June,300,2017,Locality D,300,2017 June,2.941
Herd_66,39,13_07_2017,17/07/13,July,328,2017,Locality D,328,2017 July,2.948788
Herd_113,17,13_07_2017,17/07/13,July,328,2017,Locality D,328,2017 July,2.948788
Herd_114,11,13_07_2017,17/07/13,July,328,2017,Locality D,328,2017 July,2.948788
Herd_84,19,14_07_2017,17/07/14,July,329,2017,Locality D,329,2017 July,2.948788
Herd_95,20,14_07_2017,17/07/14,July,329,2017,Locality D,329,2017 July,2.948788
Herd_128,42,14_07_2017,17/07/14,July,329,2017,Locality D,329,2017 July,2.948788
Herd_107,13,15_07_2017,17/07/15,July,330,2017,Locality D,330,2017 July,2.948788
Herd_94,38,16_07_2017,17/07/16,July,331,2017,Locality D,331,2017 July,2.948788
Herd_108,30,16_07_2017,17/07/16,July,331,2017,Locality D,331,2017 July,2.948788
Herd_122,25,16_07_2017,17/07/16,July,331,2017,Locality D,331,2017 July,2.948788
Herd_460,17,19_08_2016,16/08/19,August,0,2016,Locality E,0,2016 August,2.952808
Herd_437,4,20_08_2016,16/08/20,August,1,2016,Locality E,1,2016 August,2.952808
Herd_453,10,21_08_2016,16/08/21,August,2,2016,Locality E,2,2016 August,2.952808
Herd_471,0,22_08_2016,16/08/22,August,3,2016,Locality E,3,2016 August,2.952808
Herd_425,1,20_09_2016,16/09/20,September,32,2016,Locality E,32,2016 September,2.963733
Herd_479,0,21_09_2016,16/09/21,September,33,2016,Locality E,33,2016 September,2.963733
Herd_451,0,22_09_2016,16/09/22,September,34,2016,Locality E,34,2016 September,2.963733
Herd_421,0,23_09_2016,16/09/23,September,35,2016,Locality E,35,2016 September,2.963733
Herd_473,0,12_10_2016,16/10/12,October,54,2016,Locality E,54,2016 October,2.963075
Herd_434,0,14_10_2016,16/10/14,October,56,2016,Locality E,56,2016 October,2.963075
Herd_464,0,15_10_2016,16/10/15,October,57,2016,Locality E,57,2016 October,2.963075
Herd_440,0,16_11_2016,16/11/16,November,89,2016,Locality E,89,2016 November,2.540584
Herd_475,7,17_11_2016,16/11/17,November,90,2016,Locality E,90,2016 November,2.540584
Herd_424,1,18_11_2016,16/11/18,November,91,2016,Locality E,91,2016 November,2.540584
Herd_435,5,18_11_2016,16/11/18,November,91,2016,Locality E,91,2016 November,2.540584
Herd_484,11,18_11_2016,16/11/18,November,91,2016,Locality E,91,2016 November,2.540584
Herd_446,0,13_12_2016,16/12/13,December,116,2016,Locality E,116,2016 December,2.955936
Herd_462,4,14_12_2016,16/12/14,December,117,2016,Locality E,117,2016 December,2.955936
Herd_442,9,16_12_2016,16/12/16,December,119,2016,Locality E,119,2016 December,2.955936
Herd_419,14,18_01_2017,17/01/18,January,152,2017,Locality E,152,2017 January,2.903847
Herd_470,8,18_01_2017,17/01/18,January,152,2017,Locality E,152,2017 January,2.903847
Herd_480,3,18_01_2017,17/01/18,January,152,2017,Locality E,152,2017 January,2.903847
Herd_447,3,19_01_2017,17/01/19,January,153,2017,Locality E,153,2017 January,2.903847
Herd_427,5,20_01_2017,17/01/20,January,154,2017,Locality E,154,2017 January,2.903847
Herd_439,4,20_01_2017,17/01/20,January,154,2017,Locality E,154,2017 January,2.903847
Herd_472,19,24_02_2017,17/02/24,February,189,2017,Locality E,189,2017 February,2.33595
Herd_420,9,25_02_2017,17/02/25,February,190,2017,Locality E,190,2017 February,2.33595
Herd_423,20,25_02_2017,17/02/25,February,190,2017,Locality E,190,2017 February,2.33595
Herd_454,4,25_02_2017,17/02/25,February,190,2017,Locality E,190,2017 February,2.33595
Herd_457,8,25_02_2017,17/02/25,February,190,2017,Locality E,190,2017 February,2.33595
Herd_431,1,27_02_2017,17/02/27,February,192,2017,Locality E,192,2017 February,2.33595
Herd_441,9,27_02_2017,17/02/27,February,192,2017,Locality E,192,2017 February,2.33595
Herd_445,3,27_02_2017,17/02/27,February,192,2017,Locality E,192,2017 February,2.33595
Herd_461,4,21_03_2017,17/03/21,March,214,2017,Locality E,214,2017 March,2.939818
Herd_483,5,21_03_2017,17/03/21,March,214,2017,Locality E,214,2017 March,2.939818
Herd_432,1,22_03_2017,17/03/22,March,215,2017,Locality E,215,2017 March,2.939818
Herd_444,3,22_03_2017,17/03/22,March,215,2017,Locality E,215,2017 March,2.939818
Herd_449,2,22_03_2017,17/03/22,March,215,2017,Locality E,215,2017 March,2.939818
Herd_455,16,22_03_2017,17/03/22,March,215,2017,Locality E,215,2017 March,2.939818
Herd_456,8,22_03_2017,17/03/22,March,215,2017,Locality E,215,2017 March,2.939818
Herd_433,18,23_03_2017,17/03/23,March,216,2017,Locality E,216,2017 March,2.939818
Herd_476,3,23_03_2017,17/03/23,March,216,2017,Locality E,216,2017 March,2.939818
Herd_448,4,24_03_2017,17/03/24,March,217,2017,Locality E,217,2017 March,2.939818
Herd_474,1,24_03_2017,17/03/24,March,217,2017,Locality E,217,2017 March,2.939818
Herd_482,17,24_03_2017,17/03/24,March,217,2017,Locality E,217,2017 March,2.939818
Herd_465,2,19_04_2017,17/04/19,April,243,2017,Locality E,243,2017 April,2.901163
Herd_481,11,19_04_2017,17/04/19,April,243,2017,Locality E,243,2017 April,2.901163
Herd_426,13,20_04_2017,17/04/20,April,244,2017,Locality E,244,2017 April,2.901163
Herd_436,2,20_04_2017,17/04/20,April,244,2017,Locality E,244,2017 April,2.901163
Herd_459,2,21_04_2017,17/04/21,April,245,2017,Locality E,245,2017 April,2.901163
Herd_468,2,21_04_2017,17/04/21,April,245,2017,Locality E,245,2017 April,2.901163
Herd_469,3,22_04_2017,17/04/22,April,246,2017,Locality E,246,2017 April,2.901163
Herd_430,6,09_05_2017,17/05/09,May,263,2017,Locality E,263,2017 May,2.932289
Herd_466,10,13_05_2017,17/05/13,May,267,2017,Locality E,267,2017 May,2.932289
Herd_467,2,13_05_2017,17/05/13,May,267,2017,Locality E,267,2017 May,2.932289
Herd_443,3,14_05_2017,17/05/14,May,268,2017,Locality E,268,2017 May,2.932289
Herd_450,4,14_05_2017,17/05/14,May,268,2017,Locality E,268,2017 May,2.932289
Herd_438,11,12_06_2017,17/06/12,June,297,2017,Locality E,297,2017 June,2.935064
Herd_478,0,13_06_2017,17/06/13,June,298,2017,Locality E,298,2017 June,2.935064
Herd_422,8,14_06_2017,17/06/14,June,299,2017,Locality E,299,2017 June,2.935064
Herd_452,0,15_06_2017,17/06/15,June,300,2017,Locality E,300,2017 June,2.935064
Herd_463,4,13_07_2017,17/07/13,July,328,2017,Locality E,328,2017 July,2.961912
Herd_428,10,14_07_2017,17/07/14,July,329,2017,Locality E,329,2017 July,2.961912
Herd_477,0,15_07_2017,17/07/15,July,330,2017,Locality E,330,2017 July,2.961912
Herd_429,7,16_07_2017,17/07/16,July,331,2017,Locality E,331,2017 July,2.961912
Herd_458,1,16_07_2017,17/07/16,July,331,2017,Locality E,331,2017 July,2.961912
Herd_45,25,19_08_2016,16/08/19,August,0,2016,Locality F,0,2016 August,2.8817
Herd_13,30,20_08_2016,16/08/20,August,1,2016,Locality F,1,2016 August,2.8817
Herd_41,39,21_08_2016,16/08/21,August,2,2016,Locality F,2,2016 August,2.8817
Herd_47,4,21_08_2016,16/08/21,August,2,2016,Locality F,2,2016 August,2.8817
Herd_49,43,22_08_2016,16/08/22,August,3,2016,Locality F,3,2016 August,2.8817
Herd_59,49,20_09_2016,16/09/20,September,32,2016,Locality F,32,2016 September,2.908544
Herd_26,43,21_09_2016,16/09/21,September,33,2016,Locality F,33,2016 September,2.908544
Herd_38,4,22_09_2016,16/09/22,September,34,2016,Locality F,34,2016 September,2.908544
Herd_32,48,23_09_2016,16/09/23,September,35,2016,Locality F,35,2016 September,2.908544
Herd_27,47,12_10_2016,16/10/12,October,54,2016,Locality F,54,2016 October,2.873541
Herd_46,47,13_10_2016,16/10/13,October,55,2016,Locality F,55,2016 October,2.873541
Herd_17,33,14_10_2016,16/10/14,October,56,2016,Locality F,56,2016 October,2.873541
Herd_19,11,14_10_2016,16/10/14,October,56,2016,Locality F,56,2016 October,2.873541
Herd_21,5,15_10_2016,16/10/15,October,57,2016,Locality F,57,2016 October,2.873541
Herd_58,39,15_10_2016,16/10/15,October,57,2016,Locality F,57,2016 October,2.873541
Herd_33,2,15_11_2016,16/11/15,November,88,2016,Locality F,88,2016 November,1.053994
Herd_42,0,16_11_2016,16/11/16,November,89,2016,Locality F,89,2016 November,1.053994
Herd_11,6,18_11_2016,16/11/18,November,91,2016,Locality F,91,2016 November,1.053994
Herd_54,42,13_12_2016,16/12/13,December,116,2016,Locality F,116,2016 December,2.808546
Herd_40,15,14_12_2016,16/12/14,December,117,2016,Locality F,117,2016 December,2.808546
Herd_43,28,14_12_2016,16/12/14,December,117,2016,Locality F,117,2016 December,2.808546
Herd_12,40,15_12_2016,16/12/15,December,118,2016,Locality F,118,2016 December,2.808546
Herd_36,2,15_12_2016,16/12/15,December,118,2016,Locality F,118,2016 December,2.808546
Herd_55,35,16_12_2016,16/12/16,December,119,2016,Locality F,119,2016 December,2.808546
Herd_39,1,17_01_2017,17/01/17,January,151,2017,Locality F,151,2017 January,1.402034
Herd_56,2,17_01_2017,17/01/17,January,151,2017,Locality F,151,2017 January,1.402034
Herd_1,14,18_01_2017,17/01/18,January,152,2017,Locality F,152,2017 January,1.402034
Herd_18,8,18_01_2017,17/01/18,January,152,2017,Locality F,152,2017 January,1.402034
Herd_23,1,18_01_2017,17/01/18,January,152,2017,Locality F,152,2017 January,1.402034
Herd_37,2,18_01_2017,17/01/18,January,152,2017,Locality F,152,2017 January,1.402034
Herd_30,4,19_01_2017,17/01/19,January,153,2017,Locality F,153,2017 January,1.402034
Herd_35,9,19_01_2017,17/01/19,January,153,2017,Locality F,153,2017 January,1.402034
Herd_3,11,20_01_2017,17/01/20,January,154,2017,Locality F,154,2017 January,1.402034
Herd_7,1,20_01_2017,17/01/20,January,154,2017,Locality F,154,2017 January,1.402034
Herd_28,6,20_01_2017,17/01/20,January,154,2017,Locality F,154,2017 January,1.402034
Herd_31,5,20_01_2017,17/01/20,January,154,2017,Locality F,154,2017 January,1.402034
Herd_8,0,24_02_2017,17/02/24,February,189,2017,Locality F,189,2017 February,0.902513
Herd_15,3,25_02_2017,17/02/25,February,190,2017,Locality F,190,2017 February,0.902513
Herd_34,0,27_02_2017,17/02/27,February,192,2017,Locality F,192,2017 February,0.902513
Herd_50,0,28_02_2017,17/02/28,February,193,2017,Locality F,193,2017 February,0.902513
Herd_20,12,21_03_2017,17/03/21,March,214,2017,Locality F,214,2017 March,1.540927
Herd_53,3,21_03_2017,17/03/21,March,214,2017,Locality F,214,2017 March,1.540927
Herd_4,4,22_03_2017,17/03/22,March,215,2017,Locality F,215,2017 March,1.540927
Herd_5,5,23_03_2017,17/03/23,March,216,2017,Locality F,216,2017 March,1.540927
Herd_52,3,24_03_2017,17/03/24,March,217,2017,Locality F,217,2017 March,1.540927
Herd_25,6,19_04_2017,17/04/19,April,243,2017,Locality F,243,2017 April,2.456317
Herd_22,4,20_04_2017,17/04/20,April,244,2017,Locality F,244,2017 April,2.456317
Herd_57,2,21_04_2017,17/04/21,April,245,2017,Locality F,245,2017 April,2.456317
Herd_16,0,22_04_2017,17/04/22,April,246,2017,Locality F,246,2017 April,2.456317
Herd_6,0,09_05_2017,17/05/09,May,263,2017,Locality F,263,2017 May,2.882884
Herd_29,0,13_05_2017,17/05/13,May,267,2017,Locality F,267,2017 May,2.882884
Herd_24,0,14_05_2017,17/05/14,May,268,2017,Locality F,268,2017 May,2.882884
Herd_61,0,12_06_2017,17/06/12,June,297,2017,Locality F,297,2017 June,2.834096
Herd_14,0,13_06_2017,17/06/13,June,298,2017,Locality F,298,2017 June,2.834096
Herd_9,11,14_06_2017,17/06/14,June,299,2017,Locality F,299,2017 June,2.834096
Herd_48,7,14_06_2017,17/06/14,June,299,2017,Locality F,299,2017 June,2.834096
Herd_44,0,15_06_2017,17/06/15,June,300,2017,Locality F,300,2017 June,2.834096
Herd_60,0,13_07_2017,17/07/13,July,328,2017,Locality F,328,2017 July,2.846416
Herd_51,0,14_07_2017,17/07/14,July,329,2017,Locality F,329,2017 July,2.846416
Herd_2,0,15_07_2017,17/07/15,July,330,2017,Locality F,330,2017 July,2.846416
Herd_10,0,16_07_2017,17/07/16,July,331,2017,Locality F,331,2017 July,2.846416
Herd_217,8,19_08_2016,16/08/19,August,0,2016,Locality G,0,2016 August,2.942428
Herd_213,42,20_08_2016,16/08/20,August,1,2016,Locality G,1,2016 August,2.942428
Herd_223,4,20_08_2016,16/08/20,August,1,2016,Locality G,1,2016 August,2.942428
Herd_225,30,21_08_2016,16/08/21,August,2,2016,Locality G,2,2016 August,2.942428
Herd_190,33,22_08_2016,16/08/22,August,3,2016,Locality G,3,2016 August,2.942428
Herd_197,4,22_08_2016,16/08/22,August,3,2016,Locality G,3,2016 August,2.942428
Herd_211,0,20_09_2016,16/09/20,September,32,2016,Locality G,32,2016 September,2.950125
Herd_178,0,21_09_2016,16/09/21,September,33,2016,Locality G,33,2016 September,2.950125
Herd_237,0,22_09_2016,16/09/22,September,34,2016,Locality G,34,2016 September,2.950125
Herd_188,20,23_09_2016,16/09/23,September,35,2016,Locality G,35,2016 September,2.950125
Herd_227,27,12_10_2016,16/10/12,October,54,2016,Locality G,54,2016 October,2.97032
Herd_233,27,13_10_2016,16/10/13,October,55,2016,Locality G,55,2016 October,2.97032
Herd_206,26,14_10_2016,16/10/14,October,56,2016,Locality G,56,2016 October,2.97032
Herd_216,31,15_10_2016,16/10/15,October,57,2016,Locality G,57,2016 October,2.97032
Herd_179,7,15_11_2016,16/11/15,November,88,2016,Locality G,88,2016 November,2.656642
Herd_214,0,16_11_2016,16/11/16,November,89,2016,Locality G,89,2016 November,2.656642
Herd_199,6,17_11_2016,16/11/17,November,90,2016,Locality G,90,2016 November,2.656642
Herd_220,6,18_11_2016,16/11/18,November,91,2016,Locality G,91,2016 November,2.656642
Herd_180,19,13_12_2016,16/12/13,December,116,2016,Locality G,116,2016 December,2.943568
Herd_228,1,14_12_2016,16/12/14,December,117,2016,Locality G,117,2016 December,2.943568
Herd_229,21,14_12_2016,16/12/14,December,117,2016,Locality G,117,2016 December,2.943568
Herd_231,2,15_12_2016,16/12/15,December,118,2016,Locality G,118,2016 December,2.943568
Herd_232,28,15_12_2016,16/12/15,December,118,2016,Locality G,118,2016 December,2.943568
Herd_218,18,16_12_2016,16/12/16,December,119,2016,Locality G,119,2016 December,2.943568
Herd_207,5,18_01_2017,17/01/18,January,152,2017,Locality G,152,2017 January,2.685284
Herd_235,13,19_01_2017,17/01/19,January,153,2017,Locality G,153,2017 January,2.685284
Herd_193,1,20_01_2017,17/01/20,January,154,2017,Locality G,154,2017 January,2.685284
Herd_219,3,20_01_2017,17/01/20,January,154,2017,Locality G,154,2017 January,2.685284
Herd_189,1,24_02_2017,17/02/24,February,189,2017,Locality G,189,2017 February,2.601746
Herd_230,3,24_02_2017,17/02/24,February,189,2017,Locality G,189,2017 February,2.601746
Herd_215,2,25_02_2017,17/02/25,February,190,2017,Locality G,190,2017 February,2.601746
Herd_236,0,28_02_2017,17/02/28,February,193,2017,Locality G,193,2017 February,2.601746
Herd_226,21,21_03_2017,17/03/21,March,214,2017,Locality G,214,2017 March,2.725649
Herd_187,18,22_03_2017,17/03/22,March,215,2017,Locality G,215,2017 March,2.725649
Herd_210,5,22_03_2017,17/03/22,March,215,2017,Locality G,215,2017 March,2.725649
Herd_208,1,23_03_2017,17/03/23,March,216,2017,Locality G,216,2017 March,2.725649
Herd_209,7,23_03_2017,17/03/23,March,216,2017,Locality G,216,2017 March,2.725649
Herd_201,7,24_03_2017,17/03/24,March,217,2017,Locality G,217,2017 March,2.725649
Herd_184,2,19_04_2017,17/04/19,April,243,2017,Locality G,243,2017 April,2.779292
Herd_185,5,20_04_2017,17/04/20,April,244,2017,Locality G,244,2017 April,2.779292
Herd_234,2,20_04_2017,17/04/20,April,244,2017,Locality G,244,2017 April,2.779292
Herd_212,1,21_04_2017,17/04/21,April,245,2017,Locality G,245,2017 April,2.779292
Herd_224,6,21_04_2017,17/04/21,April,245,2017,Locality G,245,2017 April,2.779292
Herd_204,4,22_04_2017,17/04/22,April,246,2017,Locality G,246,2017 April,2.779292
Herd_176,0,09_05_2017,17/05/09,May,263,2017,Locality G,263,2017 May,2.939148
Herd_200,0,13_05_2017,17/05/13,May,267,2017,Locality G,267,2017 May,2.939148
Herd_198,13,14_05_2017,17/05/14,May,268,2017,Locality G,268,2017 May,2.939148
Herd_192,8,12_06_2017,17/06/12,June,297,2017,Locality G,297,2017 June,2.937804
Herd_221,3,12_06_2017,17/06/12,June,297,2017,Locality G,297,2017 June,2.937804
Herd_181,1,13_06_2017,17/06/13,June,298,2017,Locality G,298,2017 June,2.937804
Herd_203,13,13_06_2017,17/06/13,June,298,2017,Locality G,298,2017 June,2.937804
Herd_194,5,14_06_2017,17/06/14,June,299,2017,Locality G,299,2017 June,2.937804
Herd_222,11,14_06_2017,17/06/14,June,299,2017,Locality G,299,2017 June,2.937804
Herd_202,5,15_06_2017,17/06/15,June,300,2017,Locality G,300,2017 June,2.937804
Herd_182,24,13_07_2017,17/07/13,July,328,2017,Locality G,328,2017 July,2.921511
Herd_186,2,13_07_2017,17/07/13,July,328,2017,Locality G,328,2017 July,2.921511
Herd_191,5,13_07_2017,17/07/13,July,328,2017,Locality G,328,2017 July,2.921511
Herd_195,3,14_07_2017,17/07/14,July,329,2017,Locality G,329,2017 July,2.921511
Herd_196,24,14_07_2017,17/07/14,July,329,2017,Locality G,329,2017 July,2.921511
Herd_177,9,15_07_2017,17/07/15,July,330,2017,Locality G,330,2017 July,2.921511
Herd_183,22,16_07_2017,17/07/16,July,331,2017,Locality G,331,2017 July,2.921511
Herd_205,7,16_07_2017,17/07/16,July,331,2017,Locality G,331,2017 July,2.921511
