"Locality","Depth","rep","Alga_length"
"E",4,"E_depth_4_rep_5",110.25
"E",4,"E_depth_4_rep_6",105.95
"E",4,"E_depth_4_rep_7",76.49
"E",4,"E_depth_4_rep_8",97.66
"E",4,"E_depth_4_rep_9",108.37
"E",5,"E_depth_5_rep_1",116.48
"E",5,"E_depth_5_rep_10",115.38
"E",5,"E_depth_5_rep_2",94.54
"E",5,"E_depth_5_rep_3",115.03
"E",5,"E_depth_5_rep_4",115.11
"E",5,"E_depth_5_rep_5",106.05
"E",5,"E_depth_5_rep_6",103.28
"E",5,"E_depth_5_rep_7",86.32
"E",5,"E_depth_5_rep_8",113.67
"E",5,"E_depth_5_rep_9",104.54
"E",6,"E_depth_6_rep_1",113.67
"E",6,"E_depth_6_rep_10",104.02
"E",6,"E_depth_6_rep_2",99.43
"E",6,"E_depth_6_rep_3",101.57
"E",6,"E_depth_6_rep_4",118.3
"E",6,"E_depth_6_rep_5",90.67
"E",6,"E_depth_6_rep_6",96.42
"E",6,"E_depth_6_rep_7",105.28
"E",6,"E_depth_6_rep_8",104.75
"E",6,"E_depth_6_rep_9",107.07
"E",7,"E_depth_7_rep_1",108.37
"E",7,"E_depth_7_rep_10",110.47
"E",7,"E_depth_7_rep_2",113.19
"E",7,"E_depth_7_rep_3",114.87
"E",7,"E_depth_7_rep_4",108.86
"E",7,"E_depth_7_rep_5",107.12
"E",7,"E_depth_7_rep_6",112.4
"E",7,"E_depth_7_rep_7",108.92
"E",7,"E_depth_7_rep_8",116.19
"E",7,"E_depth_7_rep_9",98.35
"E",8,"E_depth_8_rep_1",132.36
"E",8,"E_depth_8_rep_10",97.43
"E",8,"E_depth_8_rep_2",132.26
"E",8,"E_depth_8_rep_3",123.91
"E",8,"E_depth_8_rep_4",109.3
"E",8,"E_depth_8_rep_5",115.91
"E",8,"E_depth_8_rep_6",109.02
"E",8,"E_depth_8_rep_7",115.91
"E",8,"E_depth_8_rep_8",89.02
"E",8,"E_depth_8_rep_9",111.47
"E",9,"E_depth_9_rep_1",124.53
"E",9,"E_depth_9_rep_10",119.27
"E",9,"E_depth_9_rep_2",127.06
"E",9,"E_depth_9_rep_3",120.95
"E",9,"E_depth_9_rep_4",121.25
"E",9,"E_depth_9_rep_5",112.95
"E",9,"E_depth_9_rep_6",133.39
"E",9,"E_depth_9_rep_7",117.08
"E",9,"E_depth_9_rep_8",111.52
"E",9,"E_depth_9_rep_9",117
"E",10,"E_depth_10_rep_1",112.26
"E",10,"E_depth_10_rep_10",124.65
"E",10,"E_depth_10_rep_2",123.39
"E",10,"E_depth_10_rep_3",118.37
"E",10,"E_depth_10_rep_4",85.02
"E",10,"E_depth_10_rep_5",124.91
"E",10,"E_depth_10_rep_6",133.08
"E",10,"E_depth_10_rep_7",125.13
"E",10,"E_depth_10_rep_8",127.57
"E",10,"E_depth_10_rep_9",112.17
"E",11,"E_depth_11_rep_1",131.67
"E",11,"E_depth_11_rep_10",128.47
"E",11,"E_depth_11_rep_2",123.91
"E",11,"E_depth_11_rep_3",140.06
"E",11,"E_depth_11_rep_4",122.21
"E",11,"E_depth_11_rep_5",131.75
"E",11,"E_depth_11_rep_6",121.44
"E",11,"E_depth_11_rep_7",118.01
"E",11,"E_depth_11_rep_8",118.79
"E",11,"E_depth_11_rep_9",132.4
"E",12,"E_depth_12_rep_1",119.43
"E",12,"E_depth_12_rep_10",131.92
"E",12,"E_depth_12_rep_2",127.33
"E",12,"E_depth_12_rep_3",123.72
"E",12,"E_depth_12_rep_4",136.2
"E",12,"E_depth_12_rep_5",127.81
"E",12,"E_depth_12_rep_6",126.94
"E",12,"E_depth_12_rep_7",118.59
"E",12,"E_depth_12_rep_8",122.73
"E",12,"E_depth_12_rep_9",120.86
"E",13,"E_depth_13_rep_1",133.22
"E",13,"E_depth_13_rep_10",140.38
"E",13,"E_depth_13_rep_2",130.08
"E",13,"E_depth_13_rep_3",124.16
"E",13,"E_depth_13_rep_4",103.8
"E",13,"E_depth_13_rep_5",143.38
"E",13,"E_depth_13_rep_6",118.98
"E",13,"E_depth_13_rep_7",133.58
"E",13,"E_depth_13_rep_8",132.74
"E",13,"E_depth_13_rep_9",134.79
"E",14,"E_depth_14_rep_1",132.65
"E",14,"E_depth_14_rep_10",128.14
"E",14,"E_depth_14_rep_2",125.35
"E",14,"E_depth_14_rep_3",146.32
"E",14,"E_depth_14_rep_4",129.27
"E",14,"E_depth_14_rep_5",128.91
"E",14,"E_depth_14_rep_6",128.5
"E",14,"E_depth_14_rep_7",141.67
"E",14,"E_depth_14_rep_8",126.44
"E",14,"E_depth_14_rep_9",130.48
"E",15,"E_depth_15_rep_1",133.05
"E",15,"E_depth_15_rep_10",140.27
"E",15,"E_depth_15_rep_2",124.54
"E",15,"E_depth_15_rep_3",145.34
"E",15,"E_depth_15_rep_4",133.57
"E",15,"E_depth_15_rep_5",137.43
"E",15,"E_depth_15_rep_6",149.97
"E",15,"E_depth_15_rep_7",161.14
"E",15,"E_depth_15_rep_8",131.44
"E",15,"E_depth_15_rep_9",152.61
"F",1,"F_depth_1_rep_1",106.34
"F",1,"F_depth_1_rep_10",101.93
"F",1,"F_depth_1_rep_2",82.56
"F",1,"F_depth_1_rep_3",100.27
"F",1,"F_depth_1_rep_4",95.06
"F",1,"F_depth_1_rep_5",121.56
"F",1,"F_depth_1_rep_6",117.62
"F",1,"F_depth_1_rep_7",106.91
"F",1,"F_depth_1_rep_8",101.56
"F",1,"F_depth_1_rep_9",91.14
"F",2,"F_depth_2_rep_1",119.34
"F",2,"F_depth_2_rep_10",104.94
"F",2,"F_depth_2_rep_2",92.12
"F",2,"F_depth_2_rep_3",120.95
"F",2,"F_depth_2_rep_4",79.81
"F",2,"F_depth_2_rep_5",112.45
"F",2,"F_depth_2_rep_6",107.24
"F",2,"F_depth_2_rep_7",114.28
"F",2,"F_depth_2_rep_8",95.59
"F",2,"F_depth_2_rep_9",128.91
"F",3,"F_depth_3_rep_1",117.65
"F",3,"F_depth_3_rep_10",113.03
"F",3,"F_depth_3_rep_2",112.21
"F",3,"F_depth_3_rep_3",110.6
"F",3,"F_depth_3_rep_4",139.33
"F",3,"F_depth_3_rep_5",130.71
"F",3,"F_depth_3_rep_6",106.9
"F",3,"F_depth_3_rep_7",113.73
"F",3,"F_depth_3_rep_8",126.11
"F",3,"F_depth_3_rep_9",113.24
"F",4,"F_depth_4_rep_1",115.8
"F",4,"F_depth_4_rep_10",116.57
"F",4,"F_depth_4_rep_2",123.9
"F",4,"F_depth_4_rep_3",103.49
"F",4,"F_depth_4_rep_4",130.82
"F",4,"F_depth_4_rep_5",118.41
"F",4,"F_depth_4_rep_6",104.04
"F",4,"F_depth_4_rep_7",116.02
"F",4,"F_depth_4_rep_8",120.06
"F",4,"F_depth_4_rep_9",105.86
"F",5,"F_depth_5_rep_1",117.72
"F",5,"F_depth_5_rep_10",100.07
"F",5,"F_depth_5_rep_2",117.28
"F",5,"F_depth_5_rep_3",118.75
"F",5,"F_depth_5_rep_4",115.12
"F",5,"F_depth_5_rep_5",121.81
"F",5,"F_depth_5_rep_6",121.72
"F",5,"F_depth_5_rep_7",109.79
"F",5,"F_depth_5_rep_8",131.46
"F",5,"F_depth_5_rep_9",125.14
"F",6,"F_depth_6_rep_1",128.31
"F",6,"F_depth_6_rep_10",122.19
"F",6,"F_depth_6_rep_2",123.45
"F",6,"F_depth_6_rep_3",131.4
"F",6,"F_depth_6_rep_4",120.78
"F",6,"F_depth_6_rep_5",121.53
"F",6,"F_depth_6_rep_6",110.52
"F",6,"F_depth_6_rep_7",98.53
"F",6,"F_depth_6_rep_8",121.54
"F",6,"F_depth_6_rep_9",140.15
"F",7,"F_depth_7_rep_1",110.27
"F",7,"F_depth_7_rep_10",127.46
"F",7,"F_depth_7_rep_2",136.56
"F",7,"F_depth_7_rep_3",105.3
"F",7,"F_depth_7_rep_4",127.3
"F",7,"F_depth_7_rep_5",122.19
"F",7,"F_depth_7_rep_6",117.62
"F",7,"F_depth_7_rep_7",130.68
"F",7,"F_depth_7_rep_8",124.13
"F",7,"F_depth_7_rep_9",126.27
"F",8,"F_depth_8_rep_1",133
"F",8,"F_depth_8_rep_10",111.19
"F",8,"F_depth_8_rep_2",142.01
"F",8,"F_depth_8_rep_3",124.59
"F",8,"F_depth_8_rep_4",126.66
"F",8,"F_depth_8_rep_5",124.28
"F",8,"F_depth_8_rep_6",115.89
"F",8,"F_depth_8_rep_7",136.65
"F",8,"F_depth_8_rep_8",121.02
"F",8,"F_depth_8_rep_9",120.07
"F",9,"F_depth_9_rep_1",133.33
"F",9,"F_depth_9_rep_10",131.25
"F",9,"F_depth_9_rep_2",129.64
"F",9,"F_depth_9_rep_3",109.01
"F",9,"F_depth_9_rep_4",128.99
"F",9,"F_depth_9_rep_5",115.02
"F",9,"F_depth_9_rep_6",131.58
"F",9,"F_depth_9_rep_7",138.62
"F",9,"F_depth_9_rep_8",122.94
"F",9,"F_depth_9_rep_9",139.16
"F",10,"F_depth_10_rep_1",123.52
"F",10,"F_depth_10_rep_10",147.9
"F",10,"F_depth_10_rep_2",143.04
"F",10,"F_depth_10_rep_3",122.43
"F",10,"F_depth_10_rep_4",133.65
"F",10,"F_depth_10_rep_5",127.39
"F",10,"F_depth_10_rep_6",148.25
"F",10,"F_depth_10_rep_7",135.67
"F",10,"F_depth_10_rep_8",107.17
"F",10,"F_depth_10_rep_9",120.45
"F",11,"F_depth_11_rep_1",119.65
"F",11,"F_depth_11_rep_10",132.38
"F",11,"F_depth_11_rep_2",127.25
"F",11,"F_depth_11_rep_3",134.01
"F",11,"F_depth_11_rep_4",138.87
"F",11,"F_depth_11_rep_5",136.01
"F",11,"F_depth_11_rep_6",135.19
"F",11,"F_depth_11_rep_7",136.81
"F",11,"F_depth_11_rep_8",148.41
"F",11,"F_depth_11_rep_9",147.8
"F",12,"F_depth_12_rep_1",151.71
"F",12,"F_depth_12_rep_10",143.76
"F",12,"F_depth_12_rep_2",132.63
"F",12,"F_depth_12_rep_3",137.15
"F",12,"F_depth_12_rep_4",149.88
"F",12,"F_depth_12_rep_5",138.51
"F",12,"F_depth_12_rep_6",139.33
"F",12,"F_depth_12_rep_7",149.06
"F",12,"F_depth_12_rep_8",133.87
"F",12,"F_depth_12_rep_9",148.06
"F",13,"F_depth_13_rep_1",149.66
"F",13,"F_depth_13_rep_10",122.98
"F",13,"F_depth_13_rep_2",130.6
"F",13,"F_depth_13_rep_3",137.84
"F",13,"F_depth_13_rep_4",133.82
"F",13,"F_depth_13_rep_5",143.29
"F",13,"F_depth_13_rep_6",155.82
"F",13,"F_depth_13_rep_7",151.15
"F",13,"F_depth_13_rep_8",156.43
"F",13,"F_depth_13_rep_9",153.55
"F",14,"F_depth_14_rep_1",160.88
"F",14,"F_depth_14_rep_10",167.36
"F",14,"F_depth_14_rep_2",132.66
"F",14,"F_depth_14_rep_3",143.86
"F",14,"F_depth_14_rep_4",148.62
"F",14,"F_depth_14_rep_5",132.18
"F",14,"F_depth_14_rep_6",149.79
"F",14,"F_depth_14_rep_7",127.69
"F",14,"F_depth_14_rep_8",137.9
"F",14,"F_depth_14_rep_9",148.95
"F",15,"F_depth_15_rep_1",148.5
"F",15,"F_depth_15_rep_10",147.41
"F",15,"F_depth_15_rep_2",151.16
"F",15,"F_depth_15_rep_3",144.33
"F",15,"F_depth_15_rep_4",147.78
"F",15,"F_depth_15_rep_5",132.07
"F",15,"F_depth_15_rep_6",154.03
"F",15,"F_depth_15_rep_7",137.19
"F",15,"F_depth_15_rep_8",152.89
"F",15,"F_depth_15_rep_9",155.5
"G",1,"G_depth_1_rep_1",102.14
"G",1,"G_depth_1_rep_10",95.61
"G",1,"G_depth_1_rep_2",112.9
"G",1,"G_depth_1_rep_3",89.68
"G",1,"G_depth_1_rep_4",109.49
"G",1,"G_depth_1_rep_5",112.12
"G",1,"G_depth_1_rep_6",88.94
"G",1,"G_depth_1_rep_7",101.66
"G",1,"G_depth_1_rep_8",98.28
"G",1,"G_depth_1_rep_9",95.54
"G",2,"G_depth_2_rep_1",115.55
"G",2,"G_depth_2_rep_10",116.29
"G",2,"G_depth_2_rep_2",107.77
"G",2,"G_depth_2_rep_3",105.99
"G",2,"G_depth_2_rep_4",110.74
"G",2,"G_depth_2_rep_5",109.21
"G",2,"G_depth_2_rep_6",111.06
"G",2,"G_depth_2_rep_7",121.82
"G",2,"G_depth_2_rep_8",99.31
"G",2,"G_depth_2_rep_9",97.89
"G",3,"G_depth_3_rep_1",114.26
"G",3,"G_depth_3_rep_10",104.89
"G",3,"G_depth_3_rep_2",118.78
"G",3,"G_depth_3_rep_3",102.81
"G",3,"G_depth_3_rep_4",106.68
"G",3,"G_depth_3_rep_5",98.5
"G",3,"G_depth_3_rep_6",108.16
"G",3,"G_depth_3_rep_7",114.23
"G",3,"G_depth_3_rep_8",123.32
"G",3,"G_depth_3_rep_9",116.36
"G",4,"G_depth_4_rep_1",119.09
"G",4,"G_depth_4_rep_10",111.93
"G",4,"G_depth_4_rep_2",125.88
"G",4,"G_depth_4_rep_3",111.35
"G",4,"G_depth_4_rep_4",96.34
"G",4,"G_depth_4_rep_5",111.96
"G",4,"G_depth_4_rep_6",108.17
"G",4,"G_depth_4_rep_7",112.02
"G",4,"G_depth_4_rep_8",103.99
"G",4,"G_depth_4_rep_9",126.91
"G",5,"G_depth_5_rep_1",111.18
"G",5,"G_depth_5_rep_10",111
"G",5,"G_depth_5_rep_2",122.31
"G",5,"G_depth_5_rep_3",123.49
"G",5,"G_depth_5_rep_4",113.02
"G",5,"G_depth_5_rep_5",111.93
"G",5,"G_depth_5_rep_6",113.45
"G",5,"G_depth_5_rep_7",133.25
"G",5,"G_depth_5_rep_8",110.85
"G",5,"G_depth_5_rep_9",124.55
"G",6,"G_depth_6_rep_1",121.71
"G",6,"G_depth_6_rep_10",101.23
"G",6,"G_depth_6_rep_2",108.57
"G",6,"G_depth_6_rep_3",115.96
"G",6,"G_depth_6_rep_4",111.32
"G",6,"G_depth_6_rep_5",113.61
"G",6,"G_depth_6_rep_6",118.68
"G",6,"G_depth_6_rep_7",122.48
"G",6,"G_depth_6_rep_8",111.34
"G",6,"G_depth_6_rep_9",119.39
"G",7,"G_depth_7_rep_1",125.29
"G",7,"G_depth_7_rep_10",136.36
"G",7,"G_depth_7_rep_2",122.32
"G",7,"G_depth_7_rep_3",100.82
"G",7,"G_depth_7_rep_4",117.87
"G",7,"G_depth_7_rep_5",118.34
"G",7,"G_depth_7_rep_6",120.68
"G",7,"G_depth_7_rep_7",104.47
"G",7,"G_depth_7_rep_8",122.64
"G",7,"G_depth_7_rep_9",134.13
"G",8,"G_depth_8_rep_1",129.61
"G",8,"G_depth_8_rep_10",129.29
"G",8,"G_depth_8_rep_2",126.74
"G",8,"G_depth_8_rep_3",130.01
"G",8,"G_depth_8_rep_4",123.53
"G",8,"G_depth_8_rep_5",108.22
"G",8,"G_depth_8_rep_6",117.65
"G",8,"G_depth_8_rep_7",122.79
"G",8,"G_depth_8_rep_8",130.55
"G",8,"G_depth_8_rep_9",133.04
"G",9,"G_depth_9_rep_1",138.45
"G",9,"G_depth_9_rep_10",141.24
"G",9,"G_depth_9_rep_2",128.42
"G",9,"G_depth_9_rep_3",136.98
"G",9,"G_depth_9_rep_4",126.73
"G",9,"G_depth_9_rep_5",127.73
"G",9,"G_depth_9_rep_6",120.75
"G",9,"G_depth_9_rep_7",122.83
"G",9,"G_depth_9_rep_8",128.86
"G",9,"G_depth_9_rep_9",122
"G",10,"G_depth_10_rep_1",129.47
"G",10,"G_depth_10_rep_10",125.99
"G",10,"G_depth_10_rep_2",129.24
"G",10,"G_depth_10_rep_3",131.74
"G",10,"G_depth_10_rep_4",112.41
"G",10,"G_depth_10_rep_5",149.51
"G",10,"G_depth_10_rep_6",136.72
"G",10,"G_depth_10_rep_7",133.55
"G",10,"G_depth_10_rep_8",104.23
"G",10,"G_depth_10_rep_9",136
"G",11,"G_depth_11_rep_1",145.08
"G",11,"G_depth_11_rep_10",124.58
"G",11,"G_depth_11_rep_2",125.07
"G",11,"G_depth_11_rep_3",132.14
"G",11,"G_depth_11_rep_4",134.68
"G",11,"G_depth_11_rep_5",129.46
"G",11,"G_depth_11_rep_6",127
"G",11,"G_depth_11_rep_7",124.95
"G",11,"G_depth_11_rep_8",139.97
"G",11,"G_depth_11_rep_9",127.89
"G",12,"G_depth_12_rep_1",137.01
"G",12,"G_depth_12_rep_10",127.91
"G",12,"G_depth_12_rep_2",132.9
"G",12,"G_depth_12_rep_3",135.94
"G",12,"G_depth_12_rep_4",150.97
"G",12,"G_depth_12_rep_5",142.37
"G",12,"G_depth_12_rep_6",144
"G",12,"G_depth_12_rep_7",122.21
"G",12,"G_depth_12_rep_8",134.63
"G",12,"G_depth_12_rep_9",117.32
"G",13,"G_depth_13_rep_1",143.7
"G",13,"G_depth_13_rep_10",141.71
"G",13,"G_depth_13_rep_2",126.01
"G",13,"G_depth_13_rep_3",133.49
"G",13,"G_depth_13_rep_4",138.79
"G",13,"G_depth_13_rep_5",136.04
"G",13,"G_depth_13_rep_6",135.35
"G",13,"G_depth_13_rep_7",134.88
"G",13,"G_depth_13_rep_8",155.75
"G",13,"G_depth_13_rep_9",153.82
"G",14,"G_depth_14_rep_1",129.22
"G",14,"G_depth_14_rep_10",138.89
"G",14,"G_depth_14_rep_2",149.72
"G",14,"G_depth_14_rep_3",149.65
"G",14,"G_depth_14_rep_4",144.67
"G",14,"G_depth_14_rep_5",137.9
"G",14,"G_depth_14_rep_6",136.77
"G",14,"G_depth_14_rep_7",143.37
"G",14,"G_depth_14_rep_8",152.33
"G",14,"G_depth_14_rep_9",134.95
"G",15,"G_depth_15_rep_1",139.25
"G",15,"G_depth_15_rep_10",159.88
"G",15,"G_depth_15_rep_2",135.97
"G",15,"G_depth_15_rep_3",144.91
"G",15,"G_depth_15_rep_4",150.74
"G",15,"G_depth_15_rep_5",139.17
"G",15,"G_depth_15_rep_6",143.63
"G",15,"G_depth_15_rep_7",141.2
"G",15,"G_depth_15_rep_8",154.88
"G",15,"G_depth_15_rep_9",144.76
"H",1,"H_depth_1_rep_1",87.06
"H",1,"H_depth_1_rep_10",87.74
"H",1,"H_depth_1_rep_2",75.36
"H",1,"H_depth_1_rep_3",100.04
"H",1,"H_depth_1_rep_4",73.34
"H",1,"H_depth_1_rep_5",83.69
"H",1,"H_depth_1_rep_6",91.47
"H",1,"H_depth_1_rep_7",90.7
"H",1,"H_depth_1_rep_8",94.52
"H",1,"H_depth_1_rep_9",80.37
"H",2,"H_depth_2_rep_1",78.27
"H",2,"H_depth_2_rep_10",93.97
"H",2,"H_depth_2_rep_2",87.96
"H",2,"H_depth_2_rep_3",99.59
"H",2,"H_depth_2_rep_4",74.56
"H",2,"H_depth_2_rep_5",74.28
"H",2,"H_depth_2_rep_6",86.11
"H",2,"H_depth_2_rep_7",101.87
"H",2,"H_depth_2_rep_8",81.3
"H",2,"H_depth_2_rep_9",96.08
"H",3,"H_depth_3_rep_1",83.2
"H",3,"H_depth_3_rep_10",101.19
"H",3,"H_depth_3_rep_2",89.72
"H",3,"H_depth_3_rep_3",83.93
"H",3,"H_depth_3_rep_4",88.75
"H",3,"H_depth_3_rep_5",84.75
"H",3,"H_depth_3_rep_6",96.48
"H",3,"H_depth_3_rep_7",90.34
"H",3,"H_depth_3_rep_8",83.15
"H",3,"H_depth_3_rep_9",93.28
"H",4,"H_depth_4_rep_1",103.72
"H",4,"H_depth_4_rep_10",91.47
"H",4,"H_depth_4_rep_2",89.29
"H",4,"H_depth_4_rep_3",93.22
"H",4,"H_depth_4_rep_4",95.14
"H",4,"H_depth_4_rep_5",101.38
"H",4,"H_depth_4_rep_6",98.52
"H",4,"H_depth_4_rep_7",93.7
"H",4,"H_depth_4_rep_8",93.43
"H",4,"H_depth_4_rep_9",102.74
"H",5,"H_depth_5_rep_1",92.44
"H",5,"H_depth_5_rep_10",85.23
"H",5,"H_depth_5_rep_2",105.1
"H",5,"H_depth_5_rep_3",96.47
"H",5,"H_depth_5_rep_4",110.47
"H",5,"H_depth_5_rep_5",96.69
"H",5,"H_depth_5_rep_6",89.31
"H",5,"H_depth_5_rep_7",97.76
"H",5,"H_depth_5_rep_8",105.95
"H",5,"H_depth_5_rep_9",106.56
"H",6,"H_depth_6_rep_1",115.75
"H",6,"H_depth_6_rep_10",109.73
"H",6,"H_depth_6_rep_2",94.73
"H",6,"H_depth_6_rep_3",101.95
"H",6,"H_depth_6_rep_4",116.77
"H",6,"H_depth_6_rep_5",99.83
"H",6,"H_depth_6_rep_6",99.68
"H",6,"H_depth_6_rep_7",94.69
"H",6,"H_depth_6_rep_8",105.27
"H",6,"H_depth_6_rep_9",89.91
"H",7,"H_depth_7_rep_1",86.06
"H",7,"H_depth_7_rep_10",96.67
"H",7,"H_depth_7_rep_2",106.63
"H",7,"H_depth_7_rep_3",111.88
"H",7,"H_depth_7_rep_4",121.59
"H",7,"H_depth_7_rep_5",102.24
"H",7,"H_depth_7_rep_6",116.9
"H",7,"H_depth_7_rep_7",105.15
"H",7,"H_depth_7_rep_8",100.6
"H",7,"H_depth_7_rep_9",99.55
"H",8,"H_depth_8_rep_1",120.57
"H",8,"H_depth_8_rep_10",118.22
"H",8,"H_depth_8_rep_2",100.02
"H",8,"H_depth_8_rep_3",116.08
"H",8,"H_depth_8_rep_4",103.63
"H",8,"H_depth_8_rep_5",113.93
"H",8,"H_depth_8_rep_6",110.18
"H",8,"H_depth_8_rep_7",108.29
"H",8,"H_depth_8_rep_8",90.26
"H",8,"H_depth_8_rep_9",98.65
"H",9,"H_depth_9_rep_1",108.28
"H",9,"H_depth_9_rep_10",108.17
"H",9,"H_depth_9_rep_2",97.2
"H",9,"H_depth_9_rep_3",107.54
"H",9,"H_depth_9_rep_4",108.35
"H",9,"H_depth_9_rep_5",97.13
"H",9,"H_depth_9_rep_6",99.77
"H",9,"H_depth_9_rep_7",107.95
"H",9,"H_depth_9_rep_8",109.03
"H",9,"H_depth_9_rep_9",121.06
"H",10,"H_depth_10_rep_1",112.09
"H",10,"H_depth_10_rep_10",113.06
"H",10,"H_depth_10_rep_2",121.09
"H",10,"H_depth_10_rep_3",113.72
"H",10,"H_depth_10_rep_4",114.31
"H",10,"H_depth_10_rep_5",110.77
"H",10,"H_depth_10_rep_6",109.65
"H",10,"H_depth_10_rep_7",130
"H",10,"H_depth_10_rep_8",103.46
"H",10,"H_depth_10_rep_9",100.78
"H",11,"H_depth_11_rep_1",137.75
"H",11,"H_depth_11_rep_10",117.18
"H",11,"H_depth_11_rep_2",111.29
"H",11,"H_depth_11_rep_3",111.46
"H",11,"H_depth_11_rep_4",121.57
"H",11,"H_depth_11_rep_5",114.57
"H",11,"H_depth_11_rep_6",127.7
"H",11,"H_depth_11_rep_7",118.04
"H",11,"H_depth_11_rep_8",112.48
"H",11,"H_depth_11_rep_9",125.39
"H",12,"H_depth_12_rep_1",117.94
"H",12,"H_depth_12_rep_10",112.42
"H",12,"H_depth_12_rep_2",118.9
"H",12,"H_depth_12_rep_3",110.42
"H",12,"H_depth_12_rep_4",136.2
"H",12,"H_depth_12_rep_5",140.61
"H",12,"H_depth_12_rep_6",122.73
"H",12,"H_depth_12_rep_7",122.75
"H",12,"H_depth_12_rep_8",117.62
"H",12,"H_depth_12_rep_9",116.54
"H",13,"H_depth_13_rep_1",134.78
"H",13,"H_depth_13_rep_10",124.24
"H",13,"H_depth_13_rep_2",131.05
"H",13,"H_depth_13_rep_3",134.35
"H",13,"H_depth_13_rep_4",127.93
"H",13,"H_depth_13_rep_5",133.92
"H",13,"H_depth_13_rep_6",114.42
"H",13,"H_depth_13_rep_7",115.76
"H",13,"H_depth_13_rep_8",124.55
"H",13,"H_depth_13_rep_9",128.32
"H",14,"H_depth_14_rep_1",123.17
"H",14,"H_depth_14_rep_10",118.02
"H",14,"H_depth_14_rep_2",115.09
"H",14,"H_depth_14_rep_3",130.48
"H",14,"H_depth_14_rep_4",130.09
"H",14,"H_depth_14_rep_5",131
"H",14,"H_depth_14_rep_6",118.25
"H",14,"H_depth_14_rep_7",134.5
"H",14,"H_depth_14_rep_8",126.6
"H",14,"H_depth_14_rep_9",113.81
"H",15,"H_depth_15_rep_1",134.92
"H",15,"H_depth_15_rep_10",133.66
"H",15,"H_depth_15_rep_2",121.74
"H",15,"H_depth_15_rep_3",136.13
"H",15,"H_depth_15_rep_4",136.14
"H",15,"H_depth_15_rep_5",123.52
"H",15,"H_depth_15_rep_6",136.46
"H",15,"H_depth_15_rep_7",122.75
"H",15,"H_depth_15_rep_8",134.78
"H",15,"H_depth_15_rep_9",133.06
